,Age,Gender,State,Category,Brand,Quantity,Price,Discount,Product Rating,high_return_risk
4/11/2025 21:36,45,Male,Tamil Nadu,Formal Wear,Raymond,5,840,15,2.5,No
4/11/2025 21:36,19,Male,Odisha,Trousers,Pantaloons,2,881,20,2,No
4/11/2025 21:36,27,Female,Uttar Pradesh,Shorts,H&M,6,492,10,2.5,Yes
4/11/2025 21:36,38,Female,Mizoram,T-shirts,Levie's,5,954,15,4.5,Yes
4/11/2025 21:36,59,Female,Telangana,T-shirts,Adidas,3,506,20,5,Yes
4/11/2025 21:36,37,Female,Andhra Pradesh,Jackets,Adidas,5,718,25,3,No
4/11/2025 21:36,33,Female,West Bengal,Sleepwear,Pantaloons,3,424,25,3,Yes
4/11/2025 21:36,22,Male,Tripura,Jeans,Puma,2,705,10,3.5,No
4/11/2025 21:36,39,Male,Kerala,Suits,Pantaloons,4,813,15,3.5,No
4/11/2025 21:36,30,Female,Madhya Pradesh,Jackets,Raymond,6,521,15,3.5,Yes
4/11/2025 21:36,46,Male,Assam,Suits,Pantaloons,5,671,15,3,Yes
4/11/2025 21:36,68,Male,Andhra Pradesh,Jackets,Pantaloons,3,551,15,3,Yes
4/11/2025 21:36,56,Male,Odisha,Shirts,Adidas,4,659,20,1.5,No
4/11/2025 21:36,48,Female,Arunachal Pradesh,Trousers,Levie's,3,678,25,4,Yes
4/11/2025 21:36,69,Male,Arunachal Pradesh,Undergarments,Adidas,6,896,30,2,Yes
4/11/2025 21:36,30,Female,Chhattisgarh,Formal Wear,Raymond,3,563,20,4.5,No
4/11/2025 21:36,61,Male,Uttar Pradesh,Undergarments,Zudio,6,457,10,3,No
4/11/2025 21:36,49,Female,Arunachal Pradesh,Ethnic Wear,H&M,2,788,30,4.5,No
4/11/2025 21:36,37,Female,Telangana,Jackets,Nike,3,849,10,3.5,Yes
4/11/2025 21:36,56,Female,Sikkim,Formal Wear,Pantaloons,7,936,25,2.5,Yes
4/11/2025 21:36,18,Male,Haryana,Shorts,Pantaloons,2,546,30,3.5,No
4/11/2025 21:36,46,Male,Jharkhand,Formal Wear,Pantaloons,6,774,25,5,Yes
4/11/2025 21:36,48,Female,Arunachal Pradesh,Skirts,Puma,7,591,15,2.5,Yes
4/11/2025 21:36,58,Female,West Bengal,T-shirts,Pantaloons,2,537,20,3.5,No
4/11/2025 21:36,45,Male,Goa,Suits,Puma,5,531,20,1.5,Yes
4/11/2025 21:36,28,Female,Uttar Pradesh,Skirts,Raymond,2,477,30,1.5,Yes
4/11/2025 21:36,49,Female,Madhya Pradesh,T-shirts,Adidas,6,726,30,2,Yes
4/11/2025 21:36,39,Male,Andhra Pradesh,Ethnic Wear,Zudio,6,788,20,1.5,No
4/11/2025 21:36,47,Female,Madhya Pradesh,Shorts,Levie's,7,807,15,1.5,Yes
4/11/2025 21:36,40,Male,Chhattisgarh,Suits,Adidas,1,481,30,4,No
4/11/2025 21:36,68,Male,Kerala,Sweaters,H&M,2,596,10,4,Yes
4/11/2025 21:36,26,Female,Arunachal Pradesh,Dresses,Puma,4,589,20,4,Yes
4/11/2025 21:36,61,Male,Karnataka,Ethnic Wear,Puma,6,775,30,2,Yes
4/11/2025 21:36,49,Male,Odisha,Jackets,Pantaloons,4,419,10,4.5,Yes
4/11/2025 21:36,27,Male,Himachal Pradesh,Dresses,Zudio,7,666,25,1.5,Yes
4/11/2025 21:36,61,Male,Tamil Nadu,Sleepwear,H&M,2,538,20,1,Yes
4/11/2025 21:36,65,Male,Himachal Pradesh,Jeans,Adidas,5,654,20,2.5,Yes
4/11/2025 21:36,55,Male,Maharashtra,Skirts,Nike,5,698,15,2,Yes
4/11/2025 21:36,42,Female,Arunachal Pradesh,Trousers,Puma,7,913,10,5,Yes
4/11/2025 21:36,54,Male,Kerala,Sweaters,H&M,4,544,25,5,Yes
4/11/2025 21:36,65,Female,Maharashtra,T-shirts,Pantaloons,3,581,10,3.5,No
4/11/2025 21:36,59,Female,Nagaland,Trousers,Raymond,2,427,15,2.5,No
4/11/2025 21:36,61,Male,Rajasthan,Jeans,Nike,6,761,30,1,Yes
4/11/2025 21:36,51,Female,Manipur,Undergarments,Adidas,7,417,20,3,Yes
4/11/2025 21:36,46,Female,Manipur,Skirts,Levie's,6,782,15,3,Yes
4/11/2025 21:36,24,Male,Assam,Suits,Adidas,5,547,20,4.5,No
4/11/2025 21:36,22,Female,Kerala,Sleepwear,Raymond,4,827,30,4,Yes
4/11/2025 21:36,27,Female,Odisha,Undergarments,Puma,1,564,30,4.5,Yes
4/11/2025 21:36,26,Male,Maharashtra,Dresses,Pantaloons,6,761,30,4.5,No
4/11/2025 21:36,68,Female,Gujarat,Skirts,Nike,1,989,10,3.5,No
4/11/2025 21:36,53,Female,Manipur,Jackets,Raymond,6,460,15,4,Yes
4/11/2025 21:36,37,Female,Maharashtra,Jeans,Raymond,4,852,15,1.5,Yes
4/11/2025 21:36,25,Male,Sikkim,T-shirts,Adidas,5,988,25,1.5,No
4/11/2025 21:36,22,Male,Punjab,Suits,Pantaloons,1,750,15,2.5,No
4/11/2025 21:36,40,Female,Punjab,Jackets,Raymond,4,405,25,3.5,Yes
4/11/2025 21:36,52,Male,Gujarat,Jeans,Raymond,1,846,30,3,No
4/11/2025 21:36,18,Male,West Bengal,Ethnic Wear,Levie's,3,573,15,5,Yes
4/11/2025 21:36,31,Female,Manipur,Formal Wear,H&M,2,963,10,5,No
4/11/2025 21:36,44,Male,Odisha,Dresses,Nike,7,968,25,1.5,No
4/11/2025 21:36,21,Male,Andhra Pradesh,Trousers,Levie's,2,912,25,1,No
4/11/2025 21:36,38,Male,Rajasthan,Ethnic Wear,Raymond,7,797,15,5,Yes
4/11/2025 21:36,22,Male,Mizoram,Dresses,Adidas,1,594,25,3,No
4/11/2025 21:36,20,Female,Jharkhand,Undergarments,Adidas,2,491,20,1.5,No
4/11/2025 21:36,40,Female,Chhattisgarh,Sweaters,Levie's,4,484,20,1.5,Yes
4/11/2025 21:36,37,Female,Punjab,Jeans,Zudio,6,906,25,1,No
4/11/2025 21:36,36,Female,Tamil Nadu,Sleepwear,Raymond,7,678,25,1.5,No
4/11/2025 21:36,47,Male,Rajasthan,Shirts,Levie's,3,465,25,5,Yes
4/11/2025 21:36,58,Male,Assam,Dresses,Adidas,2,736,20,4.5,Yes
4/11/2025 21:36,66,Male,Meghalaya,Dresses,Levie's,7,803,15,2.5,Yes
4/11/2025 21:36,67,Female,Uttar Pradesh,Shirts,Raymond,1,409,15,1,No
4/11/2025 21:36,18,Male,Manipur,T-shirts,Pantaloons,3,795,10,3,No
4/11/2025 21:36,66,Male,Karnataka,Jackets,Nike,3,655,30,4.5,No
4/11/2025 21:36,67,Male,Madhya Pradesh,Sweaters,Zudio,2,417,30,5,No
4/11/2025 21:36,35,Male,Karnataka,Suits,Pantaloons,2,977,25,5,Yes
4/11/2025 21:36,31,Male,Haryana,Dresses,Raymond,7,888,25,1,No
4/11/2025 21:36,34,Male,Jharkhand,Formal Wear,Nike,7,717,25,5,Yes
4/11/2025 21:36,37,Female,Uttar Pradesh,Jeans,Levie's,7,438,25,2,Yes
4/11/2025 21:36,30,Male,Punjab,Sweaters,Adidas,3,866,20,1,Yes
4/11/2025 21:36,39,Male,Andhra Pradesh,Dresses,Raymond,3,917,10,3,No
4/11/2025 21:36,20,Male,Assam,Undergarments,Raymond,3,835,10,1.5,No
4/11/2025 21:36,39,Female,Himachal Pradesh,Formal Wear,Puma,3,843,25,5,Yes
4/11/2025 21:36,63,Male,Goa,Jeans,Zudio,7,592,15,2,Yes
4/11/2025 21:36,37,Female,West Bengal,Jackets,H&M,7,858,30,4,No
4/11/2025 21:36,22,Male,Sikkim,Ethnic Wear,Raymond,5,436,20,1,Yes
4/11/2025 21:36,59,Female,Meghalaya,Sweaters,Nike,6,823,15,2,Yes
4/11/2025 21:36,56,Female,Tamil Nadu,Sleepwear,Zudio,5,599,30,2.5,No
4/11/2025 21:36,66,Female,Kerala,T-shirts,Pantaloons,6,706,30,5,No
4/11/2025 21:36,58,Female,Sikkim,T-shirts,Raymond,7,665,30,2.5,Yes
4/11/2025 21:36,23,Female,Tamil Nadu,Undergarments,Nike,1,747,25,1,No
4/11/2025 21:36,20,Male,Manipur,Undergarments,Nike,4,565,25,2,No
4/11/2025 21:36,54,Male,Jharkhand,Suits,Nike,3,872,20,1,Yes
4/11/2025 21:36,67,Male,Mizoram,Activewear,Zudio,3,842,20,5,Yes
4/11/2025 21:36,55,Female,Meghalaya,Ethnic Wear,Levie's,1,924,10,5,Yes
4/11/2025 21:36,40,Male,Madhya Pradesh,Sweaters,Puma,5,902,25,3,No
4/11/2025 21:36,19,Female,Nagaland,Jeans,Zudio,3,657,20,4,No
4/11/2025 21:36,25,Male,Manipur,Formal Wear,Pantaloons,1,829,10,3,Yes
4/11/2025 21:36,31,Male,Himachal Pradesh,Dresses,Raymond,2,976,25,3,No
4/11/2025 21:36,40,Female,Andhra Pradesh,Skirts,Zudio,3,641,10,3.5,No
4/11/2025 21:36,54,Male,Tamil Nadu,Skirts,Levie's,6,452,15,1,Yes
4/11/2025 21:36,34,Male,West Bengal,Ethnic Wear,Levie's,4,643,25,1,No
4/11/2025 21:36,20,Female,Karnataka,Activewear,H&M,5,729,25,1.5,Yes
4/11/2025 21:36,67,Male,Madhya Pradesh,Jackets,Adidas,4,576,30,2.5,Yes
4/11/2025 21:36,51,Female,Gujarat,Ethnic Wear,H&M,1,448,10,5,No
4/11/2025 21:36,36,Male,Assam,Skirts,Levie's,7,435,30,5,No
4/11/2025 21:36,35,Female,Manipur,Trousers,Zudio,2,989,20,4,Yes
4/11/2025 21:36,55,Female,Rajasthan,Jeans,Adidas,4,566,25,2.5,Yes
4/11/2025 21:36,67,Male,Mizoram,Skirts,Levie's,1,418,15,2,Yes
4/11/2025 21:36,25,Male,Chhattisgarh,Sleepwear,Zudio,7,802,10,1,No
4/11/2025 21:36,28,Male,Jharkhand,Activewear,Levie's,4,454,30,4,Yes
4/11/2025 21:36,70,Female,Himachal Pradesh,Jeans,Pantaloons,4,760,30,2,Yes
4/11/2025 21:36,44,Female,Uttarakhand,Ethnic Wear,Adidas,1,865,25,4.5,Yes
4/11/2025 21:36,51,Female,Rajasthan,Ethnic Wear,Levie's,5,833,20,3.5,No
4/11/2025 21:36,67,Male,Assam,Sweaters,Puma,2,962,15,4,No
4/11/2025 21:36,21,Female,Punjab,Formal Wear,Zudio,5,563,25,2,Yes
4/11/2025 21:36,26,Male,Punjab,Shorts,Adidas,4,735,15,4.5,No
4/11/2025 21:36,58,Male,Odisha,Shorts,Adidas,3,482,10,4,Yes
4/11/2025 21:36,50,Female,Haryana,Sleepwear,Zudio,7,726,20,1,No
4/11/2025 21:36,23,Female,Kerala,Shirts,Raymond,2,531,25,2.5,No
4/11/2025 21:36,70,Male,Andhra Pradesh,Jeans,Puma,6,831,20,3,No
4/11/2025 21:36,37,Male,Arunachal Pradesh,Skirts,Adidas,4,531,25,2.5,No
4/11/2025 21:36,61,Female,Tamil Nadu,Undergarments,H&M,5,512,15,2.5,No
4/11/2025 21:36,20,Female,Nagaland,Sweaters,Puma,3,529,20,4.5,No
4/11/2025 21:36,62,Male,Jharkhand,Sleepwear,Puma,2,953,25,4.5,Yes
4/11/2025 21:36,40,Female,Mizoram,Undergarments,Levie's,7,482,25,4.5,Yes
4/11/2025 21:36,53,Female,West Bengal,Skirts,Zudio,5,463,15,5,Yes
4/11/2025 21:36,59,Male,Goa,Sleepwear,Puma,1,893,15,1.5,Yes
4/11/2025 21:36,63,Male,Maharashtra,Formal Wear,Levie's,5,661,15,2,Yes
4/11/2025 21:36,64,Male,Assam,Undergarments,H&M,6,778,25,3.5,No
4/11/2025 21:36,31,Female,Andhra Pradesh,Trousers,Raymond,1,849,25,4,Yes
4/11/2025 21:36,66,Male,Telangana,Trousers,Nike,4,540,25,2,Yes
4/11/2025 21:36,28,Female,Mizoram,T-shirts,Nike,5,898,25,2,Yes
4/11/2025 21:36,41,Male,Karnataka,T-shirts,Pantaloons,2,498,30,4.5,No
4/11/2025 21:36,41,Male,Maharashtra,Trousers,Puma,2,648,10,1.5,No
4/11/2025 21:36,22,Male,Karnataka,Undergarments,Adidas,7,473,15,1,Yes
4/11/2025 21:36,52,Female,Rajasthan,Jeans,Puma,4,667,25,1.5,Yes
4/11/2025 21:36,35,Male,West Bengal,Undergarments,Puma,7,856,30,2,Yes
4/11/2025 21:36,59,Female,Odisha,Activewear,H&M,3,457,20,4.5,Yes
4/11/2025 21:36,29,Male,Gujarat,Jeans,Zudio,2,995,30,5,Yes
4/11/2025 21:36,69,Female,Goa,Formal Wear,H&M,3,936,15,4.5,Yes
4/11/2025 21:36,45,Female,Andhra Pradesh,Shirts,Pantaloons,5,478,30,1.5,Yes
4/11/2025 21:36,67,Female,Kerala,Shorts,Raymond,3,962,30,2.5,Yes
4/11/2025 21:36,19,Female,Manipur,Dresses,Zudio,4,482,25,1,Yes
4/11/2025 21:36,68,Male,Tamil Nadu,Skirts,Levie's,4,701,10,2,Yes
4/11/2025 21:36,60,Female,West Bengal,Jackets,Pantaloons,4,849,30,1,No
4/11/2025 21:36,38,Male,Haryana,T-shirts,Raymond,5,818,15,1.5,Yes
4/11/2025 21:36,46,Male,Uttar Pradesh,Jackets,Puma,7,634,10,2.5,Yes
4/11/2025 21:36,58,Male,Mizoram,Sweaters,Levie's,5,674,10,3,Yes
4/11/2025 21:36,28,Male,Gujarat,Jackets,Nike,3,624,10,2.5,No
4/11/2025 21:36,66,Female,Andhra Pradesh,Skirts,Levie's,1,764,10,3,No
4/11/2025 21:36,27,Female,Chhattisgarh,T-shirts,Puma,5,923,15,3,No
4/11/2025 21:36,56,Male,Madhya Pradesh,Jackets,Levie's,6,746,10,3,No
4/11/2025 21:36,50,Female,Chhattisgarh,Formal Wear,Levie's,4,622,10,3,Yes
4/11/2025 21:36,46,Female,Odisha,Sweaters,Nike,7,850,20,3,Yes
4/11/2025 21:36,60,Female,Mizoram,Sweaters,Adidas,4,723,20,1.5,Yes
4/11/2025 21:36,25,Male,Mizoram,Ethnic Wear,Adidas,4,906,15,2.5,No
4/11/2025 21:36,39,Male,Rajasthan,Ethnic Wear,Nike,2,722,10,5,Yes
4/11/2025 21:36,47,Female,Mizoram,Skirts,Adidas,3,726,10,5,Yes
4/11/2025 21:36,53,Male,Gujarat,Jeans,Puma,1,960,20,4,Yes
4/11/2025 21:36,21,Female,Bihar,Skirts,H&M,5,507,10,1,Yes
4/11/2025 21:36,37,Male,Manipur,Jeans,Adidas,5,714,10,2.5,Yes
4/11/2025 21:36,68,Female,Andhra Pradesh,Suits,Raymond,2,620,15,3,No
4/11/2025 21:36,37,Female,Sikkim,Formal Wear,Levie's,1,954,20,5,No
4/11/2025 21:36,64,Male,Jharkhand,Skirts,Zudio,2,905,20,4.5,Yes
4/11/2025 21:36,41,Female,Nagaland,Ethnic Wear,Raymond,7,992,25,4.5,Yes
4/11/2025 21:36,56,Male,Andhra Pradesh,Formal Wear,Raymond,2,796,20,2,No
4/11/2025 21:36,42,Male,Tripura,Shorts,Raymond,4,871,20,4,Yes
4/11/2025 21:36,34,Male,West Bengal,Jackets,Pantaloons,2,482,15,1.5,Yes
4/11/2025 21:36,65,Male,Madhya Pradesh,Sweaters,Levie's,4,835,25,1.5,Yes
4/11/2025 21:36,59,Male,Bihar,Formal Wear,Raymond,6,589,30,1.5,Yes
4/11/2025 21:36,44,Male,Himachal Pradesh,Sweaters,Raymond,6,421,10,1,No
4/11/2025 21:36,48,Male,Andhra Pradesh,Undergarments,Levie's,6,559,30,5,No
4/11/2025 21:36,24,Female,Gujarat,Shirts,Levie's,4,988,20,5,Yes
4/11/2025 21:36,58,Male,Mizoram,Jackets,Pantaloons,7,524,30,2,No
4/11/2025 21:36,46,Female,Bihar,Formal Wear,Raymond,5,950,25,1,No
4/11/2025 21:36,68,Male,Tamil Nadu,Suits,Levie's,1,875,25,1.5,Yes
4/11/2025 21:36,46,Male,Andhra Pradesh,Shirts,Raymond,3,760,30,3,No
4/11/2025 21:36,67,Male,Arunachal Pradesh,Jackets,Levie's,1,950,15,4.5,Yes
4/11/2025 21:36,22,Female,Karnataka,Suits,Raymond,4,842,15,3,No
4/11/2025 21:36,29,Female,Jharkhand,Shorts,H&M,7,935,30,4,No
4/11/2025 21:36,51,Male,Sikkim,T-shirts,Pantaloons,1,648,30,1.5,Yes
4/11/2025 21:36,43,Male,Arunachal Pradesh,Ethnic Wear,Zudio,2,775,10,2,No
4/11/2025 21:36,36,Male,Punjab,Shirts,Adidas,3,913,10,2,Yes
4/11/2025 21:36,33,Female,Karnataka,Jeans,Raymond,7,978,10,5,No
4/11/2025 21:36,22,Male,Punjab,Skirts,Nike,5,717,15,2.5,No
4/11/2025 21:36,38,Male,Meghalaya,T-shirts,Zudio,4,957,15,3,Yes
4/11/2025 21:36,24,Male,West Bengal,Jeans,Puma,1,902,25,3,Yes
4/11/2025 21:36,57,Female,Tamil Nadu,Sleepwear,Puma,6,604,30,5,Yes
4/11/2025 21:36,56,Male,Madhya Pradesh,Sleepwear,Puma,6,579,25,2.5,No
4/11/2025 21:36,48,Male,Nagaland,Activewear,Zudio,6,858,15,4.5,No
4/11/2025 21:36,23,Female,Jharkhand,Suits,Levie's,3,672,15,3.5,No
4/11/2025 21:36,57,Female,West Bengal,Shorts,H&M,5,994,10,2,No
4/11/2025 21:36,27,Female,Rajasthan,Ethnic Wear,Puma,6,751,15,2.5,Yes
4/11/2025 21:36,60,Male,Uttar Pradesh,T-shirts,Raymond,2,675,30,1.5,No
4/11/2025 21:36,64,Male,Nagaland,Undergarments,Pantaloons,7,748,20,3,Yes
4/11/2025 21:36,38,Female,Sikkim,Activewear,Pantaloons,5,504,15,3,No
4/11/2025 21:36,65,Male,West Bengal,Shorts,Levie's,1,802,15,1,No
4/11/2025 21:36,29,Female,West Bengal,Shirts,H&M,5,743,10,1,No
4/11/2025 21:36,61,Female,Bihar,Shorts,Zudio,1,790,30,4,No
4/11/2025 21:36,51,Male,Uttar Pradesh,Trousers,Zudio,5,658,15,1.5,Yes
4/11/2025 21:36,59,Female,Arunachal Pradesh,Jackets,Pantaloons,6,824,20,3,No
4/11/2025 21:36,57,Female,Telangana,Skirts,Puma,1,881,15,3.5,Yes
4/11/2025 21:36,21,Male,Nagaland,Activewear,Pantaloons,3,903,25,2.5,No
4/11/2025 21:36,63,Female,Haryana,Activewear,H&M,4,899,10,2.5,Yes
4/11/2025 21:36,18,Female,Telangana,Sweaters,Adidas,1,806,20,3.5,No
4/11/2025 21:36,57,Male,Assam,Jackets,Puma,3,869,20,5,Yes
4/11/2025 21:36,63,Male,Uttar Pradesh,Jeans,Puma,7,563,15,2,No
4/11/2025 21:36,27,Male,Maharashtra,Activewear,Pantaloons,1,836,30,3,No
4/11/2025 21:36,66,Female,Punjab,Skirts,Adidas,2,753,10,1,No
4/11/2025 21:36,55,Male,Haryana,Activewear,Raymond,1,827,15,3,Yes
4/11/2025 21:36,58,Male,Nagaland,Activewear,Raymond,6,764,25,3,Yes
4/11/2025 21:36,55,Female,Gujarat,Sleepwear,Raymond,7,985,20,1.5,No
4/11/2025 21:36,27,Male,West Bengal,Shorts,Puma,2,620,10,2.5,No
4/11/2025 21:36,66,Female,Odisha,Dresses,Puma,5,948,25,3,No
4/11/2025 21:36,50,Female,Uttar Pradesh,Jeans,Levie's,6,648,10,3.5,No
4/11/2025 21:36,28,Male,Bihar,Ethnic Wear,Levie's,3,530,10,2.5,Yes
4/11/2025 21:36,45,Female,Arunachal Pradesh,Shorts,Pantaloons,7,991,25,4.5,No
4/11/2025 21:36,37,Male,Goa,Jackets,Levie's,7,875,15,4,Yes
4/11/2025 21:36,47,Female,Karnataka,Jackets,Nike,7,811,20,4,No
4/11/2025 21:36,23,Male,Himachal Pradesh,Sweaters,H&M,5,607,15,5,No
4/11/2025 21:36,22,Male,Telangana,T-shirts,Nike,7,944,25,5,Yes
4/11/2025 21:36,32,Female,Goa,Shirts,Zudio,5,830,10,1.5,Yes
4/11/2025 21:36,64,Male,Sikkim,Activewear,Zudio,2,857,10,2,Yes
4/11/2025 21:36,24,Female,Karnataka,Undergarments,H&M,7,944,15,1.5,No
4/11/2025 21:36,63,Female,Haryana,Skirts,Adidas,5,586,15,3,Yes
4/11/2025 21:36,57,Female,Bihar,Trousers,Pantaloons,6,533,10,3,No
4/11/2025 21:36,22,Male,Goa,Dresses,Zudio,7,580,25,2.5,No
4/11/2025 21:36,65,Female,Meghalaya,Jackets,Adidas,2,751,10,1.5,No
4/11/2025 21:36,59,Female,Haryana,Skirts,Pantaloons,3,729,15,4,No
4/11/2025 21:36,49,Male,Sikkim,Formal Wear,Pantaloons,5,440,25,4,No
4/11/2025 21:36,41,Female,Maharashtra,Jeans,Levie's,1,647,30,1.5,Yes
4/11/2025 21:36,18,Female,Madhya Pradesh,Jackets,H&M,7,633,10,5,Yes
4/11/2025 21:36,50,Female,Maharashtra,Suits,H&M,4,970,15,1,No
4/11/2025 21:36,47,Male,Madhya Pradesh,Skirts,Pantaloons,3,731,15,4,No
4/11/2025 21:36,52,Female,Assam,Suits,Zudio,7,431,15,2,Yes
4/11/2025 21:36,62,Male,West Bengal,Skirts,Puma,6,850,30,2,Yes
4/11/2025 21:36,58,Female,Bihar,Formal Wear,Zudio,1,622,15,4.5,Yes
4/11/2025 21:36,62,Female,Maharashtra,Sweaters,Pantaloons,5,899,20,1.5,Yes
4/11/2025 21:36,19,Female,Maharashtra,Jeans,H&M,3,967,25,4.5,No
4/11/2025 21:36,69,Female,Goa,Skirts,Raymond,6,813,15,4.5,Yes
4/11/2025 21:36,47,Female,Andhra Pradesh,Formal Wear,Nike,2,889,10,3,No
4/11/2025 21:36,22,Male,Odisha,Jeans,Adidas,4,746,25,1.5,Yes
4/11/2025 21:36,53,Male,Tamil Nadu,Sleepwear,Pantaloons,1,662,15,1,No
4/11/2025 21:36,23,Male,Gujarat,Sweaters,Nike,7,960,20,2,No
4/11/2025 21:36,34,Female,Andhra Pradesh,Shorts,Levie's,3,524,20,1.5,No
4/11/2025 21:36,47,Male,Assam,Sweaters,Pantaloons,4,420,30,3.5,Yes
4/11/2025 21:36,31,Male,Kerala,Skirts,Raymond,2,838,20,2,Yes
4/11/2025 21:36,38,Male,Gujarat,Activewear,Adidas,2,413,30,3.5,No
4/11/2025 21:36,61,Female,Nagaland,Suits,Raymond,1,463,25,1.5,Yes
4/11/2025 21:36,31,Female,Bihar,Undergarments,Raymond,3,974,30,5,No
4/11/2025 21:36,33,Female,Gujarat,Shorts,Adidas,3,498,25,2,Yes
4/11/2025 21:36,52,Female,Haryana,T-shirts,Nike,1,475,10,1,Yes
4/11/2025 21:36,53,Male,Jharkhand,Activewear,Levie's,7,841,20,4,No
4/11/2025 21:36,26,Male,Andhra Pradesh,Skirts,Zudio,1,875,30,3.5,Yes
4/11/2025 21:36,22,Female,Sikkim,Ethnic Wear,Nike,7,783,25,2,No
4/11/2025 21:36,50,Female,Maharashtra,Shorts,Levie's,3,476,20,2,Yes
4/11/2025 21:36,18,Female,Gujarat,Trousers,Adidas,1,913,30,3.5,No
4/11/2025 21:36,70,Female,Rajasthan,Skirts,Pantaloons,7,871,10,1,Yes
4/11/2025 21:36,22,Male,Tripura,T-shirts,Pantaloons,2,588,30,4.5,Yes
4/11/2025 21:36,24,Male,Meghalaya,Skirts,Pantaloons,3,410,10,3.5,No
4/11/2025 21:36,59,Female,Punjab,Sweaters,Pantaloons,2,409,20,1.5,No
4/11/2025 21:36,20,Female,Himachal Pradesh,Shirts,Puma,4,802,10,1,No
4/11/2025 21:36,37,Female,Tamil Nadu,Suits,Zudio,7,959,30,2,Yes
4/11/2025 21:36,67,Female,Madhya Pradesh,Shirts,Puma,1,538,25,4.5,No
4/11/2025 21:36,43,Female,Punjab,Skirts,Zudio,1,602,15,1.5,No
4/11/2025 21:36,55,Male,West Bengal,Suits,Nike,6,840,20,3.5,No
4/11/2025 21:36,59,Female,Bihar,Suits,Pantaloons,4,497,25,3.5,No
4/11/2025 21:36,62,Female,West Bengal,Ethnic Wear,Adidas,5,917,30,3.5,Yes
4/11/2025 21:36,63,Male,Bihar,Undergarments,Adidas,4,751,15,1,Yes
4/11/2025 21:36,60,Female,Rajasthan,Dresses,H&M,3,914,30,3.5,Yes
4/11/2025 21:36,39,Female,Karnataka,Shirts,Zudio,2,853,15,4,No
4/11/2025 21:36,21,Female,Gujarat,Formal Wear,Puma,4,669,25,1,No
4/11/2025 21:36,23,Male,Himachal Pradesh,Sweaters,Puma,2,784,20,3,No
4/11/2025 21:36,45,Male,Gujarat,Trousers,Puma,2,659,30,4,No
4/11/2025 21:36,22,Female,Punjab,Activewear,Pantaloons,2,493,30,4,No
4/11/2025 21:36,51,Male,Uttarakhand,Sweaters,Puma,5,411,10,5,Yes
4/11/2025 21:36,37,Female,Nagaland,Shirts,Raymond,7,681,15,1,Yes
4/11/2025 21:36,37,Male,Telangana,Dresses,Raymond,1,669,15,3.5,Yes
4/11/2025 21:36,36,Male,Uttarakhand,Activewear,Zudio,3,427,25,5,Yes
4/11/2025 21:36,19,Female,Meghalaya,Suits,H&M,1,587,25,4,Yes
4/11/2025 21:36,25,Male,Madhya Pradesh,T-shirts,Pantaloons,4,847,15,3,Yes
4/11/2025 21:36,69,Male,Karnataka,Suits,Adidas,6,678,15,2,No
4/11/2025 21:36,21,Male,Telangana,Shorts,Levie's,6,766,10,2.5,Yes
4/11/2025 21:36,32,Male,Goa,T-shirts,Pantaloons,6,722,15,4.5,No
4/11/2025 21:36,33,Female,Himachal Pradesh,Trousers,H&M,1,845,30,2.5,Yes
4/11/2025 21:36,22,Male,Bihar,Shorts,Puma,4,451,20,1,No
4/11/2025 21:36,68,Male,Uttarakhand,Sweaters,Pantaloons,1,689,10,1,No
4/11/2025 21:36,64,Male,Goa,Activewear,Nike,1,818,30,4,No
4/11/2025 21:36,29,Female,Nagaland,Dresses,Pantaloons,3,601,15,3,No
4/11/2025 21:36,67,Male,Uttar Pradesh,T-shirts,Raymond,1,578,20,2,No
4/11/2025 21:36,34,Male,Arunachal Pradesh,Jackets,Pantaloons,5,876,15,3.5,No
4/11/2025 21:36,55,Male,West Bengal,Sweaters,Nike,7,778,10,1.5,Yes
4/11/2025 21:36,49,Female,Bihar,Sleepwear,Nike,6,757,30,3,No
4/11/2025 21:36,45,Female,Odisha,Jeans,Adidas,3,645,30,2,Yes
4/11/2025 21:36,67,Female,Mizoram,Shirts,Adidas,4,688,10,3,No
4/11/2025 21:36,44,Female,Goa,Shorts,Levie's,1,589,20,3,No
4/11/2025 21:36,33,Male,Andhra Pradesh,Trousers,Adidas,3,844,25,4,No
4/11/2025 21:36,22,Female,Manipur,Jackets,Nike,7,800,30,1.5,No
4/11/2025 21:36,54,Male,Madhya Pradesh,Shirts,H&M,3,416,25,5,No
4/11/2025 21:36,67,Male,Assam,Shorts,H&M,4,695,30,2,Yes
4/11/2025 21:36,38,Male,Arunachal Pradesh,Jeans,Zudio,6,694,30,1.5,No
4/11/2025 21:36,48,Female,Arunachal Pradesh,Jackets,H&M,2,982,20,4,No
4/11/2025 21:36,58,Female,West Bengal,Sleepwear,Nike,1,412,10,4.5,Yes
4/11/2025 21:36,19,Female,West Bengal,Sleepwear,Zudio,1,902,15,4,No
4/11/2025 21:36,30,Female,Tripura,Shorts,Raymond,1,495,15,1.5,No
4/11/2025 21:36,23,Male,Odisha,Jackets,Adidas,7,852,25,2,Yes
4/11/2025 21:36,58,Male,Tamil Nadu,Ethnic Wear,Zudio,5,977,30,2,Yes
4/11/2025 21:36,61,Male,Karnataka,Jeans,Zudio,3,657,30,4,Yes
